OrderID,OrderDate,Region,Segment,Category,SubCategory,Quantity,Sales,Discount,Profit
91,2023-02-22,North,Consumer,Office Supplies,Storage,1,61.9,0.0,16.56
418,2023-02-22,West,Corporate,Furniture,Tables,8,2697.93,0.0,648.65
2039,2023-02-22,North,Corporate,Office Supplies,Binders,3,96.63,0.0,23.68
811,2023-02-22,East,Consumer,Office Supplies,Storage,8,263.07,0.2,29.6
1276,2023-02-22,West,Corporate,Office Supplies,Binders,2,119.83,0.0,18.69
1232,2023-02-23,West,Consumer,Office Supplies,Paper,9,321.45,0.0,88.08
414,2023-02-23,North,Consumer,Technology,Machines,5,2945.25,0.0,577.9
284,2023-02-23,South,Consumer,Office Supplies,Paper,7,429.64,0.15,88.93
1537,2023-02-23,South,Home Office,Office Supplies,Storage,8,505.39,0.0,65.48
775,2023-02-23,South,Home Office,Office Supplies,Storage,5,249.15,0.0,24.58
1355,2023-02-24,West,Home Office,Office Supplies,Storage,5,237.66,0.0,59.54
1223,2023-02-24,West,Corporate,Furniture,Bookcases,8,1315.14,0.15,98.54
2719,2023-02-24,East,Corporate,Office Supplies,Paper,2,84.25,0.1,16.44
2281,2023-02-24,South,Corporate,Technology,Phones,9,3893.15,0.0,1106.62
1217,2023-02-24,South,Consumer,Technology,Accessories,1,316.32,0.1,20.87
855,2023-02-25,East,Corporate,Technology,Machines,2,828.59,0.0,138.03
870,2023-02-25,West,Home Office,Furniture,Bookcases,7,1319.06,0.3,128.27
2403,2023-02-25,East,Corporate,Office Supplies,Paper,9,474.99,0.1,136.77
2888,2023-02-26,East,Corporate,Technology,Phones,8,2759.4,0.2,379.26
2707,2023-02-26,South,Home Office,Technology,Accessories,9,2724.02,0.15,331.8
443,2023-02-27,East,Consumer,Furniture,Tables,6,1274.62,0.0,389.54
436,2023-02-27,South,Corporate,Furniture,Chairs,5,1101.69,0.1,146.1
2922,2023-02-27,South,Corporate,Office Supplies,Binders,6,345.25,0.3,4.06
660,2023-02-27,South,Consumer,Furniture,Tables,5,1968.46,0.2,-102.36
644,2023-02-27,South,Home Office,Office Supplies,Binders,7,229.51,0.1,52.54
2256,2023-02-27,South,Home Office,Office Supplies,Storage,4,179.71,0.0,22.34
1983,2023-02-28,South,Consumer,Furniture,Tables,9,2082.96,0.3,322.44
1869,2023-02-28,West,Corporate,Office Supplies,Storage,1,46.12,0.1,4.94
1285,2023-02-28,East,Home Office,Office Supplies,Binders,3,97.67,0.0,13.7
34,2023-02-28,West,Home Office,Technology,Phones,1,273.76,0.0,88.44
1735,2023-03-01,East,Consumer,Technology,Phones,4,2390.06,0.0,291.78
2727,2023-03-01,East,Consumer,Office Supplies,Storage,6,160.66,0.0,52.05
2186,2023-03-01,East,Corporate,Office Supplies,Binders,9,564.21,0.1,155.21
2392,2023-03-01,North,Home Office,Office Supplies,Storage,5,133.14,0.15,1.24
1509,2023-03-02,North,Consumer,Technology,Phones,1,550.46,0.1,126.19
830,2023-03-02,North,Corporate,Furniture,Tables,6,1772.8,0.0,165.53
1380,2023-03-02,West,Consumer,Technology,Phones,7,3307.1,0.1,362.43
554,2023-03-03,South,Consumer,Technology,Accessories,5,2859.88,0.1,193.01
1548,2023-03-03,North,Consumer,Technology,Phones,7,4448.75,0.15,-82.66
1517,2023-03-03,South,Home Office,Furniture,Chairs,6,2265.62,0.0,456.6
2429,2023-03-04,South,Consumer,Technology,Machines,5,2679.59,0.0,431.1
1185,2023-03-04,North,Consumer,Office Supplies,Binders,6,259.8,0.0,55.2
105,2023-03-04,North,Corporate,Furniture,Bookcases,1,346.89,0.0,76.05
1172,2023-03-04,South,Corporate,Office Supplies,Paper,5,140.16,0.0,14.45
731,2023-03-04,South,Consumer,Furniture,Bookcases,5,1128.35,0.1,81.06
1767,2023-03-05,North,Home Office,Technology,Phones,7,2474.77,0.0,200.07
99,2023-03-06,North,Consumer,Technology,Machines,2,1253.64,0.0,383.95
725,2023-03-06,South,Consumer,Furniture,Tables,3,461.62,0.0,107.1
2454,2023-03-06,West,Consumer,Office Supplies,Paper,5,210.98,0.0,35.59
2077,2023-03-06,East,Corporate,Office Supplies,Binders,3,184.18,0.0,42.98
2889,2023-03-07,East,Home Office,Office Supplies,Paper,3,92.51,0.0,21.29
1931,2023-03-07,West,Corporate,Office Supplies,Paper,5,238.57,0.1,19.33
2671,2023-03-07,North,Home Office,Office Supplies,Paper,9,566.34,0.15,10.46
2925,2023-03-07,West,Home Office,Office Supplies,Paper,7,240.98,0.0,52.5
2254,2023-03-08,North,Consumer,Technology,Phones,8,3941.05,0.0,767.04
909,2023-03-08,West,Corporate,Furniture,Chairs,8,1248.85,0.1,112.25
2346,2023-03-08,East,Corporate,Furniture,Bookcases,8,2779.46,0.3,-262.04
2911,2023-03-09,North,Corporate,Office Supplies,Storage,8,195.18,0.3,18.63
575,2023-03-10,North,Home Office,Office Supplies,Binders,5,236.99,0.0,14.08
1359,2023-03-10,South,Home Office,Office Supplies,Storage,5,306.54,0.0,29.11
809,2023-03-10,West,Corporate,Technology,Phones,2,773.74,0.1,26.64
467,2023-03-10,East,Consumer,Technology,Machines,1,352.73,0.0,21.8
1098,2023-03-10,East,Corporate,Office Supplies,Paper,4,147.57,0.1,40.1
2041,2023-03-10,South,Corporate,Furniture,Chairs,4,1052.37,0.0,305.99
2241,2023-03-11,East,Home Office,Office Supplies,Paper,7,277.4,0.1,52.63
2690,2023-03-11,South,Consumer,Office Supplies,Paper,7,416.69,0.0,128.24
628,2023-03-11,West,Consumer,Technology,Phones,2,945.72,0.0,93.89
2832,2023-03-11,West,Corporate,Technology,Machines,3,942.36,0.0,91.89
1770,2023-03-13,North,Home Office,Technology,Accessories,9,5039.81,0.3,753.39
5,2023-03-13,South,Consumer,Office Supplies,Binders,2,74.01,0.15,-1.41
766,2023-03-13,North,Consumer,Technology,Phones,5,3123.73,0.1,28.98
2949,2023-03-13,North,Consumer,Furniture,Chairs,2,763.73,0.15,70.71
2238,2023-03-14,North,Corporate,Office Supplies,Storage,8,443.66,0.0,132.86
2349,2023-03-14,West,Consumer,Technology,Machines,8,1987.15,0.1,535.23
1820,2023-03-14,South,Corporate,Technology,Accessories,4,2532.15,0.2,361.97
849,2023-03-14,North,Consumer,Furniture,Chairs,6,1937.8,0.0,602.13
1374,2023-03-14,East,Corporate,Technology,Accessories,1,379.79,0.3,56.93
2784,2023-03-15,West,Consumer,Office Supplies,Paper,4,172.64,0.0,32.86
600,2023-03-15,West,Corporate,Furniture,Tables,3,1111.81,0.1,99.5
1706,2023-03-16,North,Home Office,Technology,Machines,7,3515.58,0.1,69.95
530,2023-03-16,South,Home Office,Technology,Phones,2,1205.59,0.0,410.5
784,2023-03-16,South,Home Office,Office Supplies,Paper,9,430.96,0.1,53.44
2763,2023-03-16,North,Consumer,Furniture,Bookcases,1,181.23,0.1,0.34
955,2023-03-16,South,Home Office,Furniture,Bookcases,7,2499.37,0.0,797.86
1154,2023-03-16,North,Corporate,Furniture,Tables,4,700.24,0.15,114.8
1308,2023-03-16,North,Corporate,Furniture,Tables,2,305.04,0.1,34.88
2078,2023-03-17,North,Corporate,Office Supplies,Storage,2,118.57,0.0,25.59
566,2023-03-17,North,Home Office,Furniture,Tables,8,1493.22,0.0,428.59
2733,2023-03-17,East,Corporate,Furniture,Chairs,5,919.55,0.0,77.94
459,2023-03-17,North,Consumer,Office Supplies,Binders,4,176.74,0.0,45.51
2211,2023-03-18,North,Home Office,Office Supplies,Storage,5,132.16,0.0,26.67
754,2023-03-19,West,Consumer,Technology,Accessories,9,3216.06,0.1,391.02
847,2023-03-19,North,Home Office,Technology,Accessories,6,2523.93,0.2,538.17
2761,2023-03-19,East,Consumer,Technology,Machines,6,2184.0,0.3,272.13
1243,2023-03-19,North,Home Office,Furniture,Tables,2,595.06,0.0,36.01
875,2023-03-19,North,Consumer,Technology,Phones,2,1034.81,0.0,312.33
1027,2023-03-19,East,Corporate,Technology,Accessories,6,3470.69,0.15,81.61
2375,2023-03-20,South,Home Office,Technology,Machines,9,2389.4,0.2,268.19
2916,2023-03-20,North,Consumer,Office Supplies,Binders,9,279.98,0.3,32.79
1692,2023-03-20,West,Corporate,Furniture,Tables,3,1045.08,0.0,360.31
2506,2023-03-20,West,Corporate,Technology,Machines,9,3802.99,0.0,767.97
666,2023-03-21,East,Consumer,Furniture,Chairs,6,1909.24,0.1,360.53
2414,2023-03-21,East,Consumer,Furniture,Chairs,3,722.87,0.1,77.0
1407,2023-03-22,West,Corporate,Office Supplies,Paper,7,267.53,0.15,30.24
802,2023-03-22,East,Corporate,Office Supplies,Paper,3,187.09,0.3,19.98
66,2023-03-22,East,Home Office,Technology,Machines,7,4107.41,0.1,971.11
210,2023-03-22,North,Home Office,Furniture,Tables,5,1348.12,0.15,68.87
2849,2023-03-23,North,Consumer,Technology,Accessories,9,4096.65,0.0,318.34
1263,2023-03-23,West,Consumer,Furniture,Bookcases,6,1687.8,0.0,350.06
1631,2023-03-23,East,Consumer,Technology,Phones,8,4679.62,0.0,998.03
